Timestamp,Extractor's Initials,Title,First Author Name,Article Type,"Quantitative synthesis (Computational Synthesis, Mathematical Synthesis)",Methodological,"Remote Sensing (satellite sensing, remote-collection, satellite-collection)","Monitoring (Surveying, routine observation, annual surveys)",Ecosystem Management/Conservation,Bleaching,Disease,Biodiversity of coral reef assemblage,Biodiversity of microbial community,Coral and/or Coral Reef Resilience/Tolerance/Adaptability,Coral Recovery/Restoration/Rehabilitation,Coral Cover/Mortality,"Pathogen (virus, bacteria, viral agent)","Microbiome (holobiont, symbionts)",Symbiosis,Climate Change,Anthropogenic Impacts,Habitat Range Shift (change in geographic range),Increased Sea Surface Temperature,UV Radiation,"Predation (e.g., invasive species)","Acidification (acidify, lowered pH, more acidic waters)","Calcification (calcify, calcified)",Bioerosion (biodegradation - breakdown of organic material through bacterial means),"Physical Damage - Wave Action (e.g., storms/cyclones/hurricanes)","Physical Damage - Human (e.g., boating, tourism, land development, shipwreck)","Chemical Exposure (e.g., oils, hormones, drugs, sewage exposure, increased nutrients, herbicides)","Non-chemical pollution (e.g., sedimentation, eutrophication, solids)",Fishing,Other,
7/19/2022 22:55:45,SB,Remote sensing of coral reefs and their physical environment,Mumby PJ,Narrative Review,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,wind,
7/19/2022 22:51:15,SB,Disease and immunity in {Caribbean} and {Indo}-{Pacific} zooxanthellate corals,Sutherland KP,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,immune response,
7/19/2022 22:47:48,SB,Coral bleaching - {How} and why?,Douglas AE,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
7/19/2022 22:42:09,SB,"The evolutionary history of {Symbiodinium} and scleractinian hosts-{Symbiosis}, diversity, and the effect of climate change",Stat M,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/19/2022 22:37:39,SB,"Symbiosis stability, pathogens and reef-building corals' health: {Insights} on the ecology of the human body [{Estabilidade} de simbioses, patógenos e saúde de corais hermatípicos: {Perspectivas} para a ecologia do corpo humano]",da Silva Lima AW,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/18/2022 18:04:33,SB,Research progress on techniques for artificial propagation of corals,Wang SH,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,water flow; reproduction,
7/16/2022 21:40:40,SB,History of perspectives on the study of coral disease in the eastern tropical {Pacific},Rodríguez-Villalobos JC,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/16/2022 21:11:49,SB,Land {Use} {Impacts} on {Coral} {Reef} {Health}: {A} {Ridge}-to-{Reef} {Perspective},Carlson RR,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,,
7/15/2022 16:05:31,SB,Nutrient {Availability} and {Metabolism} {Affect} the {Stability} of {Coral}–{Symbiodiniaceae} {Symbioses},Morris LA,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,metabolism,
7/14/2022 12:38:14,SB,Towards {Developing} a {Mechanistic} {Understanding} of {Coral} {Reef} {Resilience} to {Thermal} {Stress} {Across} {Multiple} {Scales},Roche RC,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/14/2022 12:28:51,SB,A review of interventions proposed to abate impacts of ocean acidification on coral reefs,Albright R,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,reproduction; MPAs,
7/14/2022 12:23:28,SB,Acanthaster planci is a major cause of coral mortality in {Indonesia},Baird AH,"Narrative Review, Data/Quantitative Synthesis",Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,,
7/14/2022 12:03:48,SB,Herbivory versus corallivory: {Are} parrotfish good or bad for {Caribbean} coral reefs?,Mumby PJ,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/14/2022 11:30:51,SB,Modes of coral disease transmission: how do diseases spread between individuals and among populations?,Shore A,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,disease transmission,
7/14/2022 11:23:20,SB,Can coral reefs be monitored from space?,Philipson P,Narrative Review,No/Unclear,Yes,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/14/2022 10:20:21,SB,The {Occurrence} of {Mixed} {Infections} of {Symbiodinium} ({Dinoflagellata}) within {Individual} {Hosts},Fay SA,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/14/2022 10:05:14,SB,Effects of a changing climate on the dynamics of coral infectious disease: a review of the evidence,Sokolow S,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,sea level rise,
7/14/2022 10:00:27,SB,Capturing the cornerstones of coral reef resilience: linking theory to practice,Nystrom M,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/13/2022 20:53:11,SB,Climate change influences on marine infectious diseases: {Implications} for management and society,Burge CA,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/13/2022 20:37:36,SB,Incorporating {Uncertainty} in {Predicting} the {Future} {Response} of {Coral} {Reefs} to {Climate} {Change},Polfi JM,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/13/2022 20:32:03,SB,On the importance of the microbiome and pathobiome in coral health and disease,Sweet MJ,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/13/2022 20:07:21,SB,Defining the {Core} {Microbiome} in {Corals}’ {Microbial} {Soup},Hernez-Agreda A,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/13/2022 19:37:57,SB,Research gaps of coral ecology in a changing world,Morais J,Narrative Review,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,,
7/13/2022 16:48:28,SB,Climate change and tropical marine agriculture,Crabbe MJC,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,,
7/13/2022 15:59:59,SB,Bleaching of hermatypic corals,Leletkin VA,"Narrative Review, Data/Quantitative Synthesis",Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,,
7/13/2022 15:42:53,SB,"Climate change, global warming and coral reefs: {Modelling} the effects of temperature",Crabbe MJC,Narrative Review,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/13/2022 15:35:04,SB,The role of microorganisms in coral bleaching,Rosenberg E,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,metabolism,
7/13/2022 15:27:12,SB,Microbial disease and the coral holobiont,Bourne DG,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/13/2022 15:20:22,SB,Projecting coral reef futures under global warming and ocean acidification,Polfi JM,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,,
7/13/2022 14:00:19,SB,Coral reef research: {Advances} through the use of {SCUBA},Lang MA,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,reproduction,
7/13/2022 13:54:35,SB,Evidence of {Large}-scale chronic eutrophication in the great {Barrier} {Reef}: {Quantification} of chlorophyll a thresholds for sustaining coral {Reef} communities,Bell PRF,Data/Quantitative Synthesis,Yes,Yes,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,chlorophyll,
7/13/2022 13:46:27,SB,Warm-water coral reefs and climate change,Spalding MD,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,,
7/13/2022 13:35:43,SB,Why {Do} {Corals} {Bleach}? {Conflict} and {Conflict} {Mediation} in a {Host}/{Symbiont} {Community},Blackstone NW,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,metabolism; photosynthesis,
7/13/2022 13:21:02,SB,Innate immunity and cnidarian-{Symbiodiniaceae} mutualism,Mansfield KM,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/13/2022 13:06:40,SB,Is the coral-algae symbiosis really 'mutually beneficial' for the partners?,Wooldridge SA,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/12/2022 23:34:35,SB,Sewage pollution: {Mitigation} is key for coral reef stewardship,Wear SL,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,reproduction,
7/12/2022 23:30:02,SB,"The past, present, and future of coral heat stress studies",Cziesielski MJ,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/12/2022 23:20:44,SB,"The role of microorganisms in coral health, disease and evolution",Rosenberg E,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
7/12/2022 23:11:44,SB,What {Is} {Currently} {Known} {About} the {Effects} of {Climate} {Change} on the {Coral} {Immune} {Response},Traylor-Knowles N,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,immune response,
7/12/2022 23:00:44,SB,Thermal tolerances of reef corals in the {Gulf}: {A} review of the potential for increasing coral survival and adaptation to climate change through assisted translocation,Coles SL,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
7/12/2022 22:27:38,SB,Multiple {Stressors} and {Ecological} {Complexity} {Require} a {New} {Approach} to {Coral} {Reef} {Research},Pendleton LH,Narrative Review,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/12/2022 22:24:23,SB,Macroecological relationships between coral species' traits and disease potential,Díaz M,"Narrative Review, Data/Quantitative Synthesis",Yes,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/12/2022 22:19:15,SB,Ecological solutions to reef degradation: optimizing coral reef restoration in the {Caribbean} and {Western} {Atlantic},Lirman D,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/12/2022 22:12:22,SB,"Coral ecosystem resilience, conservation and management on the reefs of {Jamaica} in the face of anthropogenic activities and climate change",Crabbe MJC,"Narrative Review, Data/Quantitative Synthesis",Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes,,
7/12/2022 21:44:09,SB,Coral-virus interactions: {A} double-edged sword?,Van Oppen MJH,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/12/2022 21:41:08,SB,Coral reef restoration projects in {Thailand},Yeemin T,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes,,
7/12/2022 21:37:27,SB,Coral diseases: {What} is really known?,Richardson LL,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/12/2022 21:33:58,SB,Coral bleaching: {A} potential biomarker of environmental stress,Meehan WJ,Narrative Review,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,Yes,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,,
7/12/2022 21:28:22,SB,Coral bleaching: {Causes} and consequences,Brown BE,"Narrative Review, Data/Quantitative Synthesis",Yes,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/11/2022 20:16:59,SB,Mapping and monitoring the health and vitality of coral reefs from satellite: a biospheric approach,Dustan P,Narrative Review,No/Unclear,Yes,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/11/2022 20:12:06,SB,The {Vibrio} shiloi/{Oculina} patagonica model system of coral bleaching,Rosenberg E,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/8/2022 16:04:34,SB,Macroecological relationships between coral species' traits and disease potential,Diaz M,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,,
7/8/2022 10:56:15,SB,Medium-term effects of die-off of rocky benthos in the {Ligurian} {Sea}. {What} can we learn from gorgonians?,Cerrano C,Narrative Review,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Yes,Yes,Yes,Yes,Yes,soft coral,
